lang	topsim		incons		wordtype
43	-0.188465	0.081818	12
44	-0.234311	0.036649	11
45	-0.178687	0.028407	15
46	-0.221410	0.061416	8
47	-0.087599	0.009461	16
48	-0.392693	0.021226	9
49	-0.394044	0.001250	8
50	-0.294341	0.228525	21
51	-0.138035	0.281513	23
52	-0.479838	0.000000	4
53	-0.136824	0.055344	18
54	-0.280675	0.059761	11
55	-0.359841	0.028047	14
56	-0.242327	0.152256	10
57	-0.281509	0.074074	10
58	-0.130989	0.013453	17
59	-0.087951	0.063492	17
60	-0.228888	0.082534	13
61	-0.219478	0.053571	17
62	-0.271617	0.334684	19
63	-0.250063	0.191599	24
64	-0.222792	0.032609	9
65	-0.320570	0.245709	9
66	-0.214645	0.258333	30
67	-0.144955	0.082251	13
68	-0.150886	0.017352	15
69	-0.372859	0.004140	9
70	0.026482	0.033516	11
71	-0.351776	0.115742	13
72	-0.278280	0.052083	13
73	-0.494204	0.000000	4
74	-0.274073	0.051546	12
75	-0.210933	0.020040	28
76	-0.402420	0.000000	4
77	-0.057407	0.027778	11
78	-0.296465	0.002563	8
79	-0.362472	0.000423	8
80	-0.283671	0.020979	10
81	-0.281372	0.011577	16
82	-0.212018	0.050580	13
83	-0.273618	0.198795	27
84	-0.377197	0.010802	10
85	-0.212072	0.061927	11
86	-0.269571	0.091892	11
87	-0.027187	0.048565	15
88	-0.292921	0.008889	11
89	-0.397559	0.028736	7
90	-0.303385	0.007974	14
91	-0.337213	0.031250	11
92	-0.313232	0.029605	8
93	-0.301152	0.000000	10
94	-0.157852	0.064425	13
95	-0.306300	0.228111	7
96	-0.354690	0.183544	12
97	-0.320997	0.025822	12
98	-0.146600	0.014286	8
99	-0.360512	0.006944	6
100	-0.225589	0.034091	9
101	-0.221445	0.413926	13
102	-0.277108	0.314308	28
103	-0.477585	0.000000	5
104	-0.550724	0.000000	3
105	-0.300264	0.006811	12
106	-0.227137	0.008964	9
107	-0.297505	0.000000	7
108	-0.333873	0.071066	13
109	-0.364358	0.004684	12
